what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1309771331526
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1309771331527
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1309771331543
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1309771331545
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1309771331546
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1309771331555
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1309771331565
os,sysinfo,,,"win32",1309771331569
arch,sysinfo,,,"x86",1309771331569
ws,sysinfo,,,"win32",1309771331569
locale,sysinfo,,,"de_DE",1309771331569
processors,sysinfo,,,"4",1309771331569
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1309771331569
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1309771331569
java.specification.name,sysinfo,,,"Java Platform API Specification",1309771331570
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309771331570
java.specification.version,sysinfo,,,"1.6",1309771331570
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1309771331570
java.version,sysinfo,,,"1.6.0_21",1309771331570
java.vm.info,sysinfo,,,"mixed mode, sharing",1309771331570
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1309771331570
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1309771331570
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309771331570
java.vm.specification.version,sysinfo,,,"1.0",1309771331570
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1309771331570
java.vm.version,sysinfo,,,"17.0-b17",1309771331570
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1309771334083
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1309771336631
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1309771336661
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1309771358581
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1309771358730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309771401901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309793086383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309793089117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309793090099
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1309793090830
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309793091322
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1309793092316
stopped,bundle,com.zylin.embeddedcdt,4.16.1,"com.zylin.embeddedcdt",1309793093108
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1309793093175
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1309793093227
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1309793093275
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1309793093307
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1309793093372
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1309793093372
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1309793093397
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1309793093437
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1309793093487
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1309793093488
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1309793093525
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1309793093525
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1309793093525
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1309793093658
