what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error logged from Debug Core: ",1303214717003
error,log,,,"Error logged from Debug Core: ",1303214717375
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303214718069
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1303214720748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214723162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214725593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214728175
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1303214737014
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214753996
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214769416
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214772589
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1303214775565
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1303214775579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214782559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214782672
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1303214782682
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1303214782682
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1303214785376
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1303214785382
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.ModuleView",1303214785390
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1303214785417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214788466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214870206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214874906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214900002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214913232
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303214927053
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1303214940274
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1303214941699
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1303214945909
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1303214955223
