what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1317024907535
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1317024907582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317024915144
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317029905156
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1317029911102
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1317029911407
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.ModuleView",1317029911565
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1317029912174
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317029913658
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317029936162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030050468
activated,view,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui.views.MakeView",1317030050486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030053244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030054210
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030061249
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030090168
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030090810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030098339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030099485
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1317030101430
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030104324
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1317030104356
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1317030104880
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1317030105706
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030105706
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1317030106976
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030108130
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030108172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030112869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030116391
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1317030116449
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1317030116921
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1317030116949
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1317030121227
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1317030123454
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1317030126463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030136139
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030185788
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317030186851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030191827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030707364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1317030747000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030750702
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030752202
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030764857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030770318
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030810072
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030867104
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030878624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317030942874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317031022186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317034657847
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317034659378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317034662078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317034681392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035700415
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035701587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035768943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035776724
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035794438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035796806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035854745
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035856083
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035881349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035888197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035914358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317035917885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317036931872
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1317036934580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317036947757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037434679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037437212
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037443037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037456236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037524022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037537756
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037580158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037584345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037599911
error,log,,,"Failed command: target remote UDP:192.168.42.33",1317037606182
error,log,,,"Internal error logged from CDI Debug: ",1317037606232
error,log,,,"Internal error logged from CDI Debug: ",1317037606233
error,log,,,"Internal error logged from CDI Debug: ",1317037606234
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1317037609872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037612987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037831743
error,log,,,"Variable references empty selection: ${project_name}",1317037839633
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037839665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037841336
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1317037841907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037855195
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037889229
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317037902904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317038154191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317038157481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317038161123
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317038184184
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317040740345
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1317040741175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317040765113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317046765218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317046769705
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047056130
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047057419
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047636411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047636955
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047737614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317047756201
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317054793907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317054795485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317054796844
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1317054799119
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1317054803042
stopped,bundle,com.zylin.embeddedcdt,4.16.1,"com.zylin.embeddedcdt",1317054806344
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1317054806344
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1317054806344
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1317054806606
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1317054806713
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1317054806713
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1317054806713
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1317054806821
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1317054806821
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1317054806821
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1317054806821
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1317054806982
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1317054806982
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1317054806982
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1317054807112
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1317054807145
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1317054807146
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1317054807315
